Title,Perusahaan,Kategori,Lokasi,Skills,Lat,Lon,Klasifikasi
Staff Admin Sales,PT. FOKUS VISION TEKNOLOGI,Admin Sales,Tangerang,"Selling skills, Memahami produk Elektronik dan IT, Mampu belajar hal-hal baru di seputar teknologi keamanan, Mampu menjelaskan baik di sisi teknis atau market, Paham Menggunakan software ERP",-6.1644013,106.4679311,NON-IPTEK
Staff IT Network,PT. FOKUS VISION TEKNOLOGI,IT Support,Tangerang,"Paham design topologi jaringan, Paham Instalasi kabel network dan listrik, Paham troubleshooting",-6.1644013,106.4679311,IPTEK
Teknisi IKR (Instalasi Kedalam Rumah),PT. Rizki Prima Sakti,Teknisi Jaringan,Surabaya,"Memiliki kemampuan dan pemahaman pada jaringan fiber optic. - Mampu mengoperasikan alat ukur fiber optic Splicer, OPM, OTDR, OLS",-7.2462836,112.7377674,IPTEK
Teknisi Komputer,cctvdistro,Teknisi Komputer,Surabaya,"Bisa mendiagnosa dan melakukan perbaikan sederhana aksesories komputer speaker, mouse dll - Bisa mengoperasikan MS Office Excel - Mahir dalam mengoperasikan Komputer, Software, dan Networking - Memiliki kemampuan komunikasi dan koordinasi yang ba",-7.2462836,112.7377674,IPTEK
Back End Developer (PHP / Laravel),PT. Loker Asli Indonesia,Back End Developer,Remote,"PHP 2. MySQL MariaDBPosgreSQL 3. Backend framework Codeignitier Laravel Slim 4. RESTFul API, JSON 5. Familiar dengan layanan AWS SQS, SES 6. GIT 7. Memahami testing system menggunakan unit test.",,,IPTEK
IT Support,PT. FTF Globalindo,IT Support,Bandar Lampung,"Networking, troubleshooting, instalasi software, Instalasi Komputer, mengerti komputer, Memahami jaringan LANWANMAN, Memahami Server",-5.4460713,105.2643742,IPTEK
Staff IT Network,PT. Tele Globe Global,Network Engineer,Bekasi,"microtic, Bisa dan Faham Setting Configurasi Router Mikrotik MTCNA - Bisa dan Faham Penanganan Troubleshooting Computer amp, Jaringan - Bisa dan Faham Network Jaringan - Menguasai System Linux Debian, Centos, Dsb - Menguasai CISCOamp",-6.2349858,106.9945444,IPTEK
Staff SAP,PT. Sebastian Jaya Metal,IT / Information Technology,Bekasi,"Memiliki pengetahuan tentang software SAP 2. Dapat menguasai komputer word, excel, powerpoint 3. Berorientasi pada target dan memiliki loyalitas tinggi 4. Memahami ISO 90012015",-6.2349858,106.9945444,IPTEK
IT Support,PT. FTF Globalindo,IT Support,Bekasi,"Networking, troubleshooting, instalasi software, Instalasi Komputer, mengerti komputer, Memahami jaringan LANWANMAN, Memahami Server",-6.2349858,106.9945444,IPTEK
Programmer PHP,PT. FTF Globalindo,PHP Developer,Bekasi,"Networking, troubleshooting, instalasi software, Instalasi Komputer, mengerti komputer, Memahami Server, Menguasai bahasa pemprogrammer, Dapat membuat program berbasis vb dan php, Memahami Jaringan dan bahasa programmer",-6.2349858,106.9945444,IPTEK
Staff IT,PT Gemilang Maju Berjaya,Help Desk & IT Support,Surabaya,Menguasai Management Information System - Menguasai Learning Management System - Menguasai sistem networking,-7.2462836,112.7377674,IPTEK
UI/UX Designer,PT SHANKARA CABOT BAJRA DANAPATI,UI/UX Designer,Bandung,"Software, UI Design, UIUX, Design UIUX Design",-6.9218457,107.6070833,IPTEK
Teknisi Komputer,FC Computer PIK,Teknisi Komputer,Jakarta,Mengerti jaringan internet dan pemasangan router 2. Memiliki komunikasi yang baik,-6.1754049,106.827168,IPTEK
Network Operation Center NOC,PT. Tele Globe Global,Network Operation Center,Bekasi,"Bisa dan Faham Setting Configurasi Router Mikrotik MTCNA - Bisa dan Faham Penanganan Troubleshooting Computer amp, Jaringan - Bisa dan Faham Network Jaringan - Menguasai System Linux Debian, Centos, Phytonn - Dapat Berkordinasi Dan Berkomuni",-6.2349858,106.9945444,IPTEK
IT Engineer,PT Infra Dimensi Persada,IT Support,Tangerang Selatan,"Komputer, Jaringan Komputer, Operating system Linux, All Windows OS and SharePoint.",-6.3227016,106.7085737,IPTEK
IT Support,PT CITA SOLUSI INDONESIA,IT Support,Jakarta,IT Hardware dan Software,-6.1754049,106.827168,IPTEK
IT Support,PT BERKAH MAKMUR WIRAUSAHA,IT Support,Jakarta,"CCTV Installation, trouble shoot komputer, Menguasai teknik dasar Jaringan IT dan Hardware",-6.1754049,106.827168,IPTEK
Programer (Coding),PT. Duta Solusi Informatika,Back End Developer,Semarang,"PHP Native, PHP CodeIgniter, CSS3, HTML5, JavaScript, SQL Server, MySQL, PostgreSQL, PHP, CSS, Javascript, JQuary",-6.9903988,110.4229104,IPTEK
Staff IT,PT AMAL BENCANA RAKYAT INDONESIA,Technical Support,Jakarta,Media Social,-6.1754049,106.827168,NON-IPTEK
IT Support,PT. FTF Globalindo,IT Support,Kendal,"Networking, troubleshooting, instalasi software, Instalasi Komputer, Memahami jaringan LANWANMAN, Memahami Server",-7.0190966,110.1374757,IPTEK
Web Programmer,Gomasta Official Shop,Web Programmer,Jakarta,PHP and My SQL,-6.1754049,106.827168,IPTEK
Asisten Apoteker,apotik BJ,Asisten Apoteker,Jakarta,"Meracik obat, menyiapkan obat, management farmasi, Pelayanan Informasi Obat, Swamedikasi, Monitoring efek samping obat dan Konseling",-6.1754049,106.827168,NON-IPTEK
Dokter Hewan,PT Wonderindo Pharmatama,Dokter Hewan,Jakarta,"Perizinan, Sudah melakasakan pelatihan penanggung jawab obat hewan PJTOH yang diselenggarakan oleh ASOHI",-6.1754049,106.827168,NON-IPTEK
Supervisor K3,PT. BENTENG PERKASA INDONESIA,Safety K3,Jakarta,K3,-6.1754049,106.827168,NON-IPTEK
Penanggung Jawab Klinik,KLINIK PARAMEDIKA,Manager Klinik,Bandung,"Kepemimpinan, Managerial Organisasi",-6.9218457,107.6070833,NON-IPTEK
Compliance,PT.KAHOINDAH CITRAGARMENT,Compliance Officer,Jakarta,"Social Compliance include health and safety Betterwork, WRAP, SLCP, HIGG FSLM, BSCI, SMETA",-6.1754049,106.827168,NON-IPTEK
Penanggung Jawab Teknis BPOM,MedioHome,Penanggung Jawab Teknis,Jakarta,"Memahami regulasi BPOM terkait produk kosmetik dan skincare. Bisa Microsoft Office Bisa mengerjakan administrasi, Menguasai regulasi kosmetik yang berlaku di Indonesia, termasuk peraturan dari BPOM",-6.1754049,106.827168,NON-IPTEK
Fisioterapis Anak,Mighty Moves,Fisioterapi dan Rehabilitasi,Tangerang Selatan,"Communication Skill, Team work dan koordinasi, Bahasa Indonesia Aktif, Bahasa Inggris Cukup, Lisan Cukup, Mau belajar dalam hal - hal baru, Memahami anak berkebutuhan khusus, Fisioterapi pediatric, Understanding of physiotherapy fundamentals",-6.3227016,106.7085737,NON-IPTEK
Dokter Umum,Rumah Sakit Aulia,Dokter Umum,Jakarta,"Advance Cardiac Life Support, Advance Trauma Life Support",-6.1754049,106.827168,NON-IPTEK
Asisten Apoteker,Apotek BigBro,Asisten Apoteker,Badung,Menyerahkan obat sesuai Resep kepada pasien,-8.6448725,115.1359046,NON-IPTEK
Dokter Umum Estetika,Klinik Utama SKIN SLIM Specialist,Dokter Estetika,Jakarta,"Memahami dasar-dasar ilmu di bidang estetika, Dapat Melakukan cheemical peeling",-6.1754049,106.827168,NON-IPTEK
Perawat Klinik,PT. Clinisindo Putra Perkasa,Perawat,Bandung,"Bisa mengambil darah pasien Bisa operasionalkan Word dan Excell Mampu mengoperasikan alat-alat kesehatan, menyiapkan obat-obatanalat-alat untuk tindakan medis",-6.9218457,107.6070833,NON-IPTEK
Staff HSE/K3,PT LOYAL JAYA ENERGI,Safety K3,Bandung,MEMAHAMI DAN MENGERTI TERKAIT DOKUMEN K3HSE Mampu mengoperasikan ms office MAMPU MELAKUKAN PENGAWASAN,-6.9218457,107.6070833,NON-IPTEK
Branch Supervisor,PT Dentisteam Berkat Sejahtera,Branch Manager,Jakarta,"Problem Solving, Penjualan atau marketing, Komunikasi",-6.1754049,106.827168,NON-IPTEK
Perawat,KLINIK PARAMEDIKA,Perawat,Bogor,BTCLS Basic Trauma and Cardiac Life Support,-6.5963564,106.7973188,NON-IPTEK
Rekam Medis,PT. SAHID HUSADA INTERNASIONAL,Rekam Medis,Jakarta,"Leadership, Manajemen waktu, Target Oriented, Rekam Medis",-6.1754049,106.827168,NON-IPTEK
Bidan,KLINIK ALIFIN,Bidan,Pelalawan,"Konseling, membantu persalinan normal, Edukasi, KB, imunisasi., ANC Antenatal Care, Ke gawat darurat an Pasien",0.2384009,102.2619218,NON-IPTEK
Perawat Estetik (Nurse),E3A CLINIC,Perawat Kecantikan,Jakarta,Infus dan Injeksi,-6.1754049,106.827168,NON-IPTEK
Management Eksekutif,PT. Edelweiss Mandiri Perkasa,Manager Klinik,Bandung,Komunikasi,-6.9218457,107.6070833,NON-IPTEK
Tenaga Teknis Kefarmasian (TTK),PT. Edelweiss Mandiri Perkasa,Apoteker & Farmasi,Bandung,Farmasi dan Kesehatan Pengetahuan mendalam tentang produk farmasi dan regulasi kesehatan.,-6.9218457,107.6070833,NON-IPTEK
Fisioterapis,PT. Edelweiss Mandiri Perkasa,Fisioterapi dan Rehabilitasi,Bandung,Komunikasi,-6.9218457,107.6070833,NON-IPTEK
Konsultan Kesehatan,PT. Edelweiss Mandiri Perkasa,Konsultan Kesehatan,Bandung,Komunikasi,-6.9218457,107.6070833,NON-IPTEK
Dokter Spesialis Kulit Kelamin/Dermatologist (SpDVE),Alexa Grace,Dokter Spesialis Dermatologis,Jakarta,Mempunyai kemampuan interpersonal yang baik dan komunikasi yang baik,-6.1754049,106.827168,NON-IPTEK
RO/ASRO,LUXE STAR SINERGIS,Optik,Denpasar,"Mampu berbahasa inggris, mampu mengoperasikan laptop atau komputer, Mampu menawarkan barang",-8.6524973,115.2191175,NON-IPTEK
Bidan,Klinik Utama Apollo,Bidan,Jakarta,Microsoft Office,-6.1754049,106.827168,NON-IPTEK
Perawat,Klinik Utama Apollo,Perawat,Jakarta,"Komunikatif, Perawat,",-6.1754049,106.827168,NON-IPTEK
Perawat Mata,Hes Group,Perawat,Bandar Lampung,Bisa melakukan pemeriksaan mata,-5.4460713,105.2643742,NON-IPTEK
ERT (Emergency Response Crew),PT. Daya Energi Teknik,Safety K3,Batulicin,"Microsoft Office, Microsoft Excel, Keselamatan dan Kesehatan Kerja, Analisa Kecelakaan Kerja",-3.448914,116.0022413,NON-IPTEK
Dokter Umum,PT Shoetown Ligung Indonesia,Dokter Umum,Majalengka,Bidang Medis,-6.8073627,108.278786,NON-IPTEK
Penanggung Jawab Teknis,PT. Puremei Delicat Indonesia,Penanggung Jawab Teknis,Tangerang,"Jujur dapat diandalkan, Cekatan, Teliti Dalam Bekerja, Loyal dalam bekerja., Daya tahan yang tinggi dan mampu bekerja sama, dalam suatu regukelompok, Bertanggu Jawab dalam Pekerjaan",-6.1644013,106.4679311,NON-IPTEK
Sales Marketing,PT.Ilham Akbar Bersama,Sales Marketing,Palembang,"marketing, Komunikasi dan interaksi",-2.9888243,104.7568507,NON-IPTEK
Terapis Autisi (Penyandang Autisme),KID ABA Autism Center,Terapis Okupasi,Bekasi,"Hafal minimal Al-Fatihah, Ayat Kursi, Al-Ikhlas, Al-Falaq, An-Nas",-6.2349858,106.9945444,NON-IPTEK
Dokter Umum,KLINIK PARAMEDIKA,Dokter Umum,Bekasi,"bisa mengerjakan tindakan medis gawat darurat, Diagnosis dan pengobatan penyakit",-6.2349858,106.9945444,NON-IPTEK
Manager Pelayanan Penunjang Rumah Sakit,KLINIK PARAMEDIKA,Manager Rumah Sakit,Bekasi,Mampu berkoordinasi dengan direktur dalam rangka peningkatan mutu pelayanan medis 2. Mampu menjamin kelancaran tugas pelayanan medis 3. Mampu mengembangkan pelayanan dan penunjang medis di lingkunagan RS 4. Memiliki kemampuan komunikasi yang efekt,-6.2349858,106.9945444,NON-IPTEK
Asisten Perawat Gigi,Mydentismile,Asisten Perawat,Jakarta,Dental Assistant,-6.1754049,106.827168,NON-IPTEK
Dokter Klinik Kecantikan,MAURE BEAUTY SKIN,Dokter Estetika,Bandar Lampung,Estetika,-5.4460713,105.2643742,NON-IPTEK
Fisioterapis,Fisioterapi Bandung Therapy dan Rehabiltasi Center,Fisioterapi dan Rehabilitasi,Bandung,Fisioterapi,-6.9218457,107.6070833,NON-IPTEK
Internship Staff Trainer,Unison Training,Trainer,Bantul,"HRD, Fasilitator, Psikologi, Komunikasi",-7.8754,110.3289,NON-IPTEK
Analis Kimia,PT INKABAJA PRESISI SEJAHTERA,Analis Laboratorium Medis,Tangerang,"MEMAHAMI MICROSOFT EXEL, WORD, E-MAIL, Kalibrasi peralatan laboratorium",-6.1761924,106.6382161,NON-IPTEK
K3 Rumah Sakit,PT Insan Permata,Safety K3,Tangerang,"Memiliki sertifikasi K3 Umum Kemnaker, dengan kemampuan memastikan kepatuhan terhadap standar keselamatan di lingkungan kerja.",-6.1761924,106.6382161,NON-IPTEK
Veterinarian – Technical Product Trainer,PT Heli Pet Solutions,Dokter Hewan,Tangerang,"Negotiation, Presentation and Communication, Dokter hewan praktisi, general veterinary skills",-6.1644013,106.4679311,NON-IPTEK
Ahli Gizi,SPPG MLATI LOR KUDUS,Gizi & Nutrisi,Kudus,"HACCP, Ahli Gizi",-6.7978494,110.8679109,NON-IPTEK
Safety HSE Project,PT. Sentra Prima Utama Expertindo,Safety K3,Surabaya,Kemampuan komunikasi yang baik - Pemahaman terkait regulasi K3 dan manajemen risiko,-7.2462836,112.7377674,NON-IPTEK
Dokter Kecantikan,PT Medikpro Estetika Indonesia,Dokter Estetika,Jakarta,"Advance Skill Filler, Botox, Laser dan Tindakan Estetik",-6.1754049,106.827168,NON-IPTEK
Staff Regulatory,PT MENTENG INDAH SANTOSA,Regulatory Staff,Jakarta,"Microsoft Office, Bahasa Inggris, CDAKB",-6.1754049,106.827168,NON-IPTEK
Staff Refraksionis Optisien (RO),PT. OPHTHALINDO JAYA MANDIRI,Refraksionis Optisien,Tangerang Selatan,"Memiliki komunikasi yang baik, Keterampilan pelayanan refraksi, keterampilan pelayanan optisi dan keterampilan pelayanan lensa kontak",-6.3227016,106.7085737,NON-IPTEK
Asisten Apoteker,CV. Trissa Sachi Corp,Asisten Apoteker,Gianyar,Asisten Apoteker,-8.7045117,115.3523218,NON-IPTEK
Asisten Apoteker,Danez Healthcare Indonesia,Asisten Apoteker,Purwakarta,"Melayani Customer, Farmasi dan Kesehatan Pengetahuan mendalam tentang produk farmasi dan regulasi kesehatan., Farmasi dasar komunikasi interpersonal yang baik teliti dan disiplin",-6.5913665,107.4019784,NON-IPTEK
Asisten Keperawatan,Danez Healthcare Indonesia,Asisten Perawat,Bekasi,"Perawat Kesehatan, Administrasi kesehatan, termasuk pengisian formulir dan catatan medis",-6.2349858,106.9945444,NON-IPTEK
Perawat,Apotek BigBro,Perawat,Badung,"Bahasa Indonesia, Bahasa Inggris, Mampu melakukan injeksi dan pasang infus Mengerti prosedur medis",-8.6448725,115.1359046,NON-IPTEK
Perawat Pelaksana,PT. Diatrans Japindo Mitra Utama,Perawat Hemodialisa,Jakarta,"Memiliki kemampuan komunikasi yang baik, Sertifikat Pelatihan Hemodialisis, Sertifikat Pelatihan Kegawatdaruratan",-6.1754049,106.827168,NON-IPTEK
Asisten Dokter Gigi,Kiaora Dental Studio,Asisten Dokter Gigi,Jakarta,Suction,-6.1754049,106.827168,NON-IPTEK
Petugas Kasir Apotek,Apotek Anugerah,Kasir,Yogyakarta,"Akuntansi, Akuntansi Dasar, Akuntansi dan Keuangan, Kesehatan, Farmasi, Farmasi apoteker, Farmasi Administrasi, Farmasi dan Kesehatan Pengetahuan mendalam tentang produk farmasi dan regulasi kesehatan.",-7.801349,110.3647351,NON-IPTEK
Dokter Umum,PT. Nurra Eye Center Kerinci,Dokter Umum,Kerinci,Dokter umum harus menguasai berbagai pengetahuan dan keterampilan untuk menangani berbagai kondisi medis.,-2.0633382,101.6001052,NON-IPTEK
Apoteker,PT Medikpro Estetika Indonesia,Apoteker,Jakarta,"Farmasi, Ketrampilan dalam komunikasi",-6.1754049,106.827168,NON-IPTEK
Apoteker,Apotek Anugerah,Apoteker,Yogyakarta,"Komputer, Kesehatan, Farmasi, Farmasi apoteker, Farmasi Administrasi, Farmasi dan Kesehatan Pengetahuan mendalam tentang produk farmasi dan regulasi kesehatan., Menguasai komputer, pembukuan dan HP",-7.801349,110.3647351,NON-IPTEK
Asisten Apoteker,Apotek Anugerah,Asisten Apoteker,Yogyakarta,"Komputer, Kesehatan, Farmasi, Farmasi apoteker, Farmasi Administrasi, Farmasi dan Kesehatan Pengetahuan mendalam tentang produk farmasi dan regulasi kesehatan., Memahami farmakologi dan mampu menggunakan komputer",-7.801349,110.3647351,NON-IPTEK
Asisten Apoteker,Apotek Rave Pharma,Asisten Apoteker,Jakarta,Asisten Apoteker,-6.1754049,106.827168,NON-IPTEK
Apoteker Pendamping,Apotek Rave Pharma,Apoteker Pendamping,Jakarta,Farmasi apoteker,-6.1754049,106.827168,NON-IPTEK
Apoteker Penanggung Jawab,Apotek Rave Pharma,Apoteker Penanggung Jawab,Jakarta,memiliki Sertifikat Kompetensi Apoteker,-6.1754049,106.827168,NON-IPTEK
Ahli Gizi,PT. ARA Indonesia,Gizi & Nutrisi,Jakarta,Ahli Gizi,-6.1754049,106.827168,NON-IPTEK
Ahli Gizi,PT. ARA Indonesia,Gizi & Nutrisi,Simalungun,Ahli Gizi,2.9504522,98.7835111,NON-IPTEK
Ahli Gizi,Yayasan Alam Hayati Jumantara,Gizi & Nutrisi,Sukabumi,Kesehatan,-7.0764509,106.7346608,NON-IPTEK
Teknisi Electromedic,PT. CENDAWAN MEDICATAMA INDONESIA,Teknisi Elektromedis,Bekasi,"Dokumentasi, Kalibrasi, Electromedical",-6.2349858,106.9945444,NON-IPTEK
Apoteker,Apotek BigBro,Apoteker,Badung,"Memberikan resep krim BPOM, racikan, treatment Basic dan Advance aestethic medicine., meracik obat, Informasi obat-obatan, menyetok obat dan alkes",-8.6448725,115.1359046,NON-IPTEK
Dokter Hewan,Agro Berkah Harmoni,Dokter Hewan,Magetan,"Komunikasi dan interaksi, Perawatan hewan",-7.6542489,111.3360565,NON-IPTEK
Perawat,Jaroemsadha Utomoclinic,Perawat,Jakarta,Terapi Akupunktur,-6.1754049,106.827168,NON-IPTEK
Regulatory Officer,PT ZHULIAN AZANA NETWORK,Regulatory Staff,Medan,"Komunikatif, OSS, Halal, Halal Assurance System, BPOM, BPOM Registrasi",3.5894617,98.6741623,NON-IPTEK
Medical Sales Executive (Alat & Benang Bedah),PT. Dharma Bhakti Mandiri,Medical Representative,Jakarta,"marketing, Sales Marketing, Sales Marketing Strategy, Sales, Perawat IGD, Perawat ICU, Perawat Instrument di Ruang Operasi",-6.1754049,106.827168,NON-IPTEK
Magang Staff HSSE,PT Perkasa Abdi Bhuana,Safety K3,Bekasi,"Memahami prosedur Health Safety Security and Environment HSSE, Memiliki pengetahuan mengenai perizinan., Memiliki kompetensi yang baik dalam aspek office management, problem solving, planning dan communication skills., Mampu mengoperasikan MS",-6.2349858,106.9945444,NON-IPTEK
Tenaga Ahli Dokter Perusahaan,PT Perkasa Abdi Bhuana,Dokter Umum,Bekasi,Menguasai software Microsoft Office,-6.2349858,106.9945444,NON-IPTEK
Medical Consultant,PT. Ruvi Rizqy Berkah,Dokter Estetika,Bekasi,Mampu memberikan konsultasi dan tindakan terkait pelayanan medis pada bidang estetika - Memiliki kemampuan komunikasi yang baik,-6.2349858,106.9945444,NON-IPTEK
Medical Assistant,PT. Ruvi Rizqy Berkah,Asisten Dokter,Tangerang Selatan,"Asisten dokter, Mampu Melakukan penilaian dan pemeriksaan fisik 2. Mampu berkomunikasi dengan baik",-6.3227016,106.7085737,NON-IPTEK
Head Chef,Yayasan Karya Kencana Makmur,Head of Marketing,Bandung,"Kemampuan memasak dalam skala besar (mass production cooking)., Food preparation & cooking technique tingkat profesional., Menu planning & recipe standardization., Food safety, hygiene, dan sanitasi (HACCP/CPPOB)., Manajemen stok dan kontrol bahan baku., Penggunaan peralatan dapur industri (steam kettle, oven besar, salamander, dll.)., Quality control makanan (rasa, tekstur, aroma, keamanan), Manajemen waktu dan pengambilan keputusan yang cepat., Komunikasi dan koordinasi yang baik dengan tim., Kemampuan bekerja cepat dan efisien di lingkungan dapur produksi.",-6.9218457,107.6070833,NON-IPTEK
Sales Farmasi,PT. SEMESTA MEGAH SENTOSA,Medical Representative,Semarang,"promosi dan penjualan, telemarketing, Komunikasi",-6.9903988,110.4229104,NON-IPTEK
Dokter Spesialis Anak,KLINIK PARAMEDIKA,Dokter Spesialis Anak,Bekasi,dokter spesialis anak - Kemampuan komunikasi yang baik dengan anak dan orangtua,-6.2349858,106.9945444,NON-IPTEK
Dokter Hewan (Vet),PT HADIPRATA JAYA SATWA,Dokter Hewan,Badung,"Bidang Dokter Hewan Mampu mendiagnosa dan melakukan penanganan terhadap penyakit hewan, Menguasai skill kedokteran hewan Bisa berbahasa inggris Bisa menggunakan komputer Bisa mengendari sepeda motor",-8.6448725,115.1359046,NON-IPTEK
